_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
spot.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	-1.0369726946182074	0.6014429429004946	NA	LEMMAREL3	NA	LEMMAREL	197	weight	NA	NA	5000	all	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	-1.0407514449535722	0.5553389762239902	NA	LEMMAREL3	NA	LEMMAREL	197	weight	NA	NA	5000	nav	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	-0.9683656804667244	0.7054438399576474	NA	LEMMAREL3	NA	LEMMAREL	197	weight	NA	NA	FOC	all	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.9751104038738566	0.7481616116130199	NA	LEMMAREL3	NA	LEMMAREL	197	weight	NA	NA	FOC	nav	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIno.LENGTH5000.SOCPOSall	0.49361990497450525	-1.551302441677909	NA	NA	TRUE	BOW	1030	no	all	10-10	5000	all	215	4	spot.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIno.LENGTH5000.SOCPOSnav	0.39456030372800194	-1.392245259393265	NA	NA	TRUE	BOW	1030	no	all	10-10	5000	nav	215	4	spot.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIno.LENGTHFOC.SOCPOSall	0.6400452936298319	-1.1669517399731066	NA	NA	TRUE	BOW	1030	no	all	10-10	FOC	all	215	4	spot.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIno.LENGTHFOC.SOCPOSnav	0.5610650013948638	-1.0755398000697485	NA	NA	TRUE	BOW	1030	no	all	10-10	FOC	nav	215	4	spot.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIselection.LENGTH5000.SOCPOSall	0.09464184187393976	-0.957211488045992	NA	NA	TRUE	BOW	514	selection	all	10-10	5000	all	215	4	spot.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIselection.LENGTH5000.SOCPOSnav	0.04595320220697705	-0.9364511515131552	NA	NA	TRUE	BOW	514	selection	all	10-10	5000	nav	215	4	spot.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIselection.LENGTHFOC.SOCPOSall	0.23639387903769732	-0.47523490643963456	NA	NA	TRUE	BOW	514	selection	all	10-10	FOC	all	215	2	spot.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.2286895964348492	-0.5021927809678035	NA	NA	TRUE	BOW	514	selection	all	10-10	FOC	nav	215	2	spot.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10all.PPMIweight.LENGTH5000.SOCPOSall	0.07495350216780457	0.3176761493247869	NA	NA	TRUE	BOW	514	weight	all	10-10	5000	all	215	3	spot.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIweight.LENGTH5000.SOCPOSnav	0.03852693756477023	0.2701029449151068	NA	NA	TRUE	BOW	514	weight	all	10-10	5000	nav	215	3	spot.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIweight.LENGTHFOC.SOCPOSall	0.13775707956496264	0.32181069135165014	NA	NA	TRUE	BOW	514	weight	all	10-10	FOC	all	215	3	spot.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav
spot.bound10-10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.1276009227614018	0.33351471742039485	NA	NA	TRUE	BOW	514	weight	all	10-10	FOC	nav	215	3	spot.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav
spot.bound10-10lex.PPMIno.LENGTH5000.SOCPOSall	1.6554764546737912	-0.5109443719500313	NA	NA	TRUE	BOW	757	no	lex	10-10	5000	all	200	5	spot.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIno.LENGTH5000.SOCPOSnav	1.4827501366692668	-0.4346802063579134	NA	NA	TRUE	BOW	757	no	lex	10-10	5000	nav	200	5	spot.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIno.LENGTHFOC.SOCPOSall	1.237228682916384	-0.3552574988551618	NA	NA	TRUE	BOW	757	no	lex	10-10	FOC	all	200	5	spot.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIno.LENGTHFOC.SOCPOSnav	1.2742020054724243	-0.37059731560456144	NA	NA	TRUE	BOW	757	no	lex	10-10	FOC	nav	200	5	spot.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIselection.LENGTH5000.SOCPOSall	0.908585866610828	-0.05510082161026738	NA	NA	TRUE	BOW	398	selection	lex	10-10	5000	all	195	6	spot.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.8501046101991361	-0.06066041430088147	NA	NA	TRUE	BOW	398	selection	lex	10-10	5000	nav	195	6	spot.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.6779011311491079	0.01197253426295969	NA	NA	TRUE	BOW	398	selection	lex	10-10	FOC	all	195	6	spot.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.7167948707517827	0.0116106260228231	NA	NA	TRUE	BOW	398	selection	lex	10-10	FOC	nav	195	6	spot.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIweight.LENGTH5000.SOCPOSall	0.6540115339047268	0.6364347177350721	NA	NA	TRUE	BOW	398	weight	lex	10-10	5000	all	195	3	spot.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav
spot.bound10-10lex.PPMIweight.LENGTH5000.SOCPOSnav	0.5875800169060732	0.525770780469142	NA	NA	TRUE	BOW	398	weight	lex	10-10	5000	nav	195	3	spot.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav
spot.bound10-10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.4806118815817707	0.4474721246832371	NA	NA	TRUE	BOW	398	weight	lex	10-10	FOC	all	195	6	spot.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound10-10lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.4988562416315643	0.4467186666203483	NA	NA	TRUE	BOW	398	weight	lex	10-10	FOC	nav	195	6	spot.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSall	-0.4748862820228837	-0.7759062001943301	NA	NA	TRUE	BOW	407	no	all	3-3	5000	all	214	7	spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav	-0.4932636844210044	-0.7434508033358379	NA	NA	TRUE	BOW	407	no	all	3-3	5000	nav	214	7	spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound3-3all.PPMIno.LENGTHFOC.SOCPOSall	-0.2078412079512847	-0.4078522022174934	NA	NA	TRUE	BOW	407	no	all	3-3	FOC	all	214	7	spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound3-3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.24931187028169105	-0.3950899613651891	NA	NA	TRUE	BOW	407	no	all	3-3	FOC	nav	214	7	spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound3-3all.PPMIselection.LENGTH5000.SOCPOSall	-0.5300516286849665	-0.5304096338169372	NA	NA	TRUE	BOW	304	selection	all	3-3	5000	all	214	7	spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav
spot.bound3-3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.5711812931355409	-0.5420387606933319	NA	NA	TRUE	BOW	304	selection	all	3-3	5000	nav	214	7	spot.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav
