	file	token_id	left	target	right	type
169	volkskrant_20020410_28		in dienst zijn gebleven , hebben nieuwe missies naar Bosnië	heilzaam	gewerkt . ' Ik heb gezien dat wij hebben bijgedragen	heilzaam/adj
170	volkskrant_20020410_28		iets nuttigs . ' Of van het NIOD-rapport ook zo'n	heilzame	werking zal uitgaan , hangt volgens Martens af van de	heilzaam/adj
171	het_nieuwsblad_20000323_01_420		voorbije twee , drie jaar kregen alle andere gemeenten een	doorlichting	en een voetwegenplan . OUDENAARDE/MATER Raf Hoeckman Voetwegen - -	doorlichting/noun
172	de_standaard_20010522_01_83		januari 1991 . Met een op het podium samengestelde reeks	huurlingen	komt Dylan in veel te grote tiroler-outfit een halfvol Vorst	huurling/noun
173	het_nieuwsblad_20020522_01_626		en een slecht wisselbeleid verweten , was niet meer te	harden	. De zogenaamde bende van acht is hem fataal geworden	hard/verb
174	nrc_handelsblad_20040303_50		Zijn coalitie van zijn eigen gematigde nationalisten , de harde	hervormers	van G17 Plus en de monarchisten van de partijencoalitie SPO-NS	hervormer/noun
175	volkskrant_20020813_24		terras . In het laatste nieuws nog een overstroming met	hagels	van een kilogram op Mallorca wegdrinken en daarna glij je	hagel/noun
176	volkskrant_20000401_216		. Bang was ik niet voor hem , maar ik	gehoorzaamde	braaf . ' Crèche ' stond nog voor ' ideologie	gehoorzaam/verb
177	het_nieuwsblad_20000901_01_121		THD Diest	herstructureert	De administratieve cel van TH Diest gaat er dit seizoen	herstructureer/verb
178	algemeen_dagblad_20010302_97		mensen aangehouden . Maar de politie treedt lang niet overal	doortastend	op . In de plaats Parenggean maakten agenten volgens woordvoerder	doortastend/adj
179	de_morgen_20040317_01_21		het gekrijs van de	haviken	De strategie van Frum en Perle tegen de terreur :	havik/noun
180	de_morgen_20040317_01_21		Perle tegen de terreur : Amerikaanse belangen eerst Twee Amerikaanse	haviken	schreven een boek over de strijd tegen de terreur .	havik/noun
181	de_morgen_20040317_01_21		. De fundamentalistisch-christelijke inzichten verlenen hier een legitimatie aan de	haviken	die de buitenlandse politiek bepalen . De VS zijn essentieel	havik/noun
182	algemeen_dagblad_20031115_196		Toch is de film niet geslaagd , omdat humor en	horror	slecht worden gecombineerd . Diane Lightson ( Moore ) en	horror/noun
183	volkskrant_20020214_56		van bomen die weerspiegelen in een waterplas : prachtig en	haarscherp	, maar op het banale af . Bij elkaar bezien	haarscherp/adj
184	volkskrant_20020214_56		af van Berghs eerdere werk . Graffiti , bolle en	hoekige	tags , de drukte van het leven in verf gevangen	hoekig/adj
185	parool_20020124_28		Want hij weet precies hoe laf zijn interviewers zijn .	Haarscherp	analyseert hij het hele parlement voordat hij zijn koninklijke reet	haarscherp/adj
186	volkskrant_20001007_196		weliswaar extreem autoriteitsgevoelig en willen niets liever dan de baas	gehoorzamen	, maar ze gaan op een uiterst primitieve manier om	gehoorzaam/verb
187	de_standaard_20040211_01_21		op zijn plaats en maakt de film nog warmer en	droever	. Het leven heeft Ann niet vertroeteld maar ze omhelst	droef/adj
188	het_nieuwsblad_20000302_01_589		13.000 mensen het leven . Meer dan 100.000 werden blijvend	gehandicapt	. Nog dagelijks loopt iemand op een dergelijk tuig .	handicap/verb
189	nrc_handelsblad_20000518_26		Mike Leigh's stuk door Theatergroep Carrousel . Pijnlijke huiskamerkomedie ,	gesitueerd	in de jaren zeventig , over dodelijke verveling op een	gesitueerd/adj
190	de_standaard_19990227_01_79		Japanse Yen ) . Maar dat even terzijde . Qua	hardware	hebben we goed en slecht nieuws : voor uw bestaand	hardware/noun
191	nrc_handelsblad_20010510_42		. De liberale regeringsleider , die geldt als een progressief	hervormer	en wiens grootvader in een Duits concentratiekamp om het leven	hervormer/noun
192	de_morgen_20030519_01_102		goede kansen . In de slotfase kopte Geraerts op de	dwarsligger	. Toeschouwers : 20.000 . Scheidsrechter : Melotte . Club	dwarsligger/noun
193	het_laatste_nieuws_20020727_01_613		, klaslokalen en fabrieken . Infecties breken uit . De	hachelijke	situatie duurt tot het einde van de maand . V-bommen	hachelijk/adj
194	nrc_handelsblad_20020307_76		"samenwerking aan de top van UBS . Die is 	"	harmonieus	"	 . Het debacle met Swissair toonde voor het eerst"	harmonieus/adj
195	algemeen_dagblad_20000902_104		had . Het publieke ginnegappen over de wandelende werkloze als	hulpeloze	fopagent verstomde en maakte plaats voor respect . Voor de	hulpeloos/adj
196	nrc_handelsblad_20020306_127		, stelde de topman enigszins bitter vast . Misschien een	harmonisch	VUT-je of de WAO ? In de slotaflevering van gisteren	harmonisch/adj
197	nrc_handelsblad_20020306_127		ik Vermeend ook in de eerste aflevering van een interessant	drieluik	over de sociale dienst van Barbara den Uyl . Hij	drieluik/noun
198	de_morgen_20021116_01_83		"China's armste provincie , Guizhou . 	 Om hem te"	harden	"in een moeilijke provincie 	 , stelde die . Guizhou"	hard/verb
199	de_morgen_20021116_01_83		serie titels die hem klaarstoomden voor het partijleiderschap . Hij	hoedde	zich er ondertussen voor iemand voor het hoofd te stoten	hoed/verb
200	nrc_handelsblad_20010614_97		noodzakelijke contrast in de wreedheden die in de film uiterst	gestileerd	getoond worden . En zelden in de theatergeschiedenis vormden een	gestileerd/adj
201	de_standaard_20040214_01_298		zeggen via de voorzitster gaat . Die orde heeft een	heilzame	invloed . Er is ook steeds hetzelfde openings- en sluitingsritueel	heilzaam/adj
202	het_laatste_nieuws_19990823_01_313		vrouwen tussen Sofie Werckx en Iris Ulenaers geduurd . Een	heruitgave	overigens van vorig jaar , met dit wezenlijke verschil dat	heruitgave/noun
203	de_standaard_20001107_01_100		op dezelfde wijze/en steek wat ik bedenk in een oud	gewaad	"	 . Verstegen meende de versregel zo te mogen begrijpen"	gewaad/noun
204	de_morgen_20020131_01_49		oorlog tegen het terrorisme volgens insiders nog niet uitgevochten .	Haviken	bepleiten militaire actie , in de eerste plaats tegen Irak	havik/noun
205	de_morgen_20020131_01_49		State of the Union-speech lijkt Bush de kant van de	haviken	te hebben gekozen , althans wat betreft de onmiddellijkheid van	havik/noun
206	de_morgen_20020131_01_49		"van het gevaar vanuit landen als Irak . 	 De"	haviken	stellen dat het na 11 september niet meer getolereerd kan	havik/noun
207	volkskrant_19990824_27		De Rus Alexander Khalifman heeft in Las Vegas een	gewichtige	stap gezet op de weg naar de eindzege in het	gewichtig/adj
208	de_standaard_20020727_01_19		gemeente blijven staan . Dat zijn je roots . Ik	huiver	van het Nederlandse model , waar een minister vertrekt naar	huiver/verb
209	de_standaard_20020727_01_19		MOET MET TWEE BENEN IN DE GEMEENTE STAAN . IK	HUIVER	VAN HET NEDERLANDSE MODEL WAAR EEN MINISTER NAAR DEN HAAG	huiver/verb
210	parool_20030523_85		loslaat . 2 ( 2 ) Renate Dorrestein : Het	duister	dat ons scheidt Contact ¤ 18,50 Nieuwe roman van Renate	duister/noun
211	volkskrant_20030515_20		' In bijzondere situaties - als één van de kinderen	gehandicapt	is , ADHD of ernstige leerproblemen heeft - moet volgens	handicap/verb
212	volkskrant_19990809_30		op Duindigt de Derby voor dravers gewonnen . De 3-jarige	hengst	versloeg op de streep Nepal Dan Boko . Nicotine eiste	hengst/noun
213	nrc_handelsblad_20011108_103		Simpelweg mooi zijn Chloe's ceintuurs met glitterplaatjes en een prachtig	gestileerde	hanenkop als gesp , nonchalant gedragen op romantische jurkjes en	gestileerd/adj
214	nrc_handelsblad_20011124_33		) . Regisseur van o.a. Het rode korenveld houdt in	gestileerd	gangstermelodrama het geweld zorgvuldig buiten beeld . Portret van het	gestileerd/adj
215	nrc_handelsblad_20010212_42		Het Amerikaanse concern Schlumberger ,	dienstverlener	voor de olie- en gasindustrie , neemt het Brits-Franse informatietechnologiebedrijf	dienstverlener/noun
216	de_morgen_20011228_01_8		6 Europa in mijn portefeuille . 8 9 Buitenland Rechtse	havik	voorzitter van de Israëlische Arbeiderspartij . Een analyse bij de	havik/noun
217	nrc_handelsblad_20020712_84		op vakantie naar Turkije is voor veel Nederlandse Turken een	hachelijke	onderneming . Onderweg lopen ze het risico te worden afgeperst	hachelijk/adj
218	het_nieuwsblad_20030719_01_222		"gezegd , wanneer je durfde te weigeren . 	 Nooit"	hachelijke	"situaties meegemaakt ? 	 Neen . Lebbekenaars zijn geen moeilijke"	hachelijk/adj
219	nrc_handelsblad_20010206_115		De Rotterdamse Dansgroep over de jaren opbouwde . Het fraai	gestileerde	en glasheldere op Mozart-composities gezette Song uit 1996 , een	gestileerd/adj
220	nrc_handelsblad_20020208_30		Ned.3 , 20.30-21.15u. Die Manns . Tweede deel van een	drieluik	over de Duitse schrijver Thomas Mann . Afl. : 1933-1941	drieluik/noun
221	volkskrant_20011213_154		dat is op zichzelf niet voldoende , omdat dan ook	horror	en sciencefiction meetellen als fantasy , en dat is niet	horror/noun
222	volkskrant_20011213_154		niet alleen mooie psychologische spanning op , maar heeft ook	gewichtige	consequenties voor de loop van het verhaal . De voornaam	gewichtig/adj
223	nrc_handelsblad_20010914_156		ze wel willen , en ook in hun liefde of	hartstocht	zit nog wel eens iets dubbelzinnigs . Zo ziet Stazie	hartstocht/noun
224	nrc_handelsblad_20020824_112		zeldzame blik op onverdiend ondergesneeuwd repertoire . Niet alleen de	harmonisch	klokkend klinkende koren van Schubert , ook een zeer virtuoos	harmonisch/adj
225	nrc_handelsblad_20020608_1		notie van een vernietigde wereld ? De drempel van de	horror	is nu zodanig dat alleen genocide of het vooruitzicht van	horror/noun
226	nrc_handelsblad_20020608_1		Er zijn prille dwarsverbindingen tussen jihad-militanten , ex-militanten , buitenlandse	huurlingen	, plaatselijke huurlingen , onderwereldmaffiosi , veiligheidstroepen , wapenhandelaren ,	huurling/noun
227	nrc_handelsblad_20020608_1		dwarsverbindingen tussen jihad-militanten , ex-militanten , buitenlandse huurlingen , plaatselijke	huurlingen	, onderwereldmaffiosi , veiligheidstroepen , wapenhandelaren , gecriminaliseerde politici en	huurling/noun
228	nrc_handelsblad_20020608_1		dat de meeste mensen hier geen notie hebben van de	horror	van de kernoorlog . Waarom zouden ze , met alles	horror/noun
229	volkskrant_19991129_107		gezegd wat ze konden verwachten . Veel spektakel , weinig	gestileerd	voetbal , wilde trappen en , dat vooral , beleving	gestileerd/adj
230	volkskrant_20001207_103		echte acteursfilm . De spelers zijn door hun lompen en	gewaden	losgemaakt van de hedendaagse werkelijkheid . Zich bekommeren om historische	gewaad/noun
231	parool_20010302_13		de zware shag binnen handbereik , de blik op het	duister	van de havenmond . In de stuurhut staan drie andere	duister/noun
232	algemeen_dagblad_19991018_72		controle . Twee uur na de finish werden beide Ferrari's	gediskwalificeerd	op grond van een reglement over de aerodynamica van de	diskwalificeer/verb
233	de_morgen_20010619_01_172		". 	 U vertrouwde vroeger nogal op de euro als"	hefboom	"naar een groter Europees gevoel . 	 Ik blijf ervan"	hefboom/noun
234	het_nieuwsblad_19991221_01_70		Russische politiek te drukken . Hij cultiveert een imago van	havik	. Daags voor de stembusgang konden de tv-kijkers zien hoe	havik/noun
235	het_nieuwsblad_19991221_01_70		van Poetin , die een zwarte gordel bezit . Die	hardheid	toont Poetin vooral in Tsjetsjenië . Hij voelde dat de	hardheid/noun
236	nrc_handelsblad_20030904_08		VN voor steun in Irak . Een nederlaag voor de	haviken	, maar de uitkomst staat nog niet vast . Het	havik/noun
237	nrc_handelsblad_20030904_08		is verstrekkend , en niets minder dan gezichtsverlies voor de	haviken	in de Bush-clan . Een jaar geleden nog zei president	havik/noun
238	algemeen_dagblad_20001028_167		politici in het Verenigd Koninkrijk hebben aangeboden voor hun weinig	doortastende	en zelfs misleidende optreden in de desastreuze gekkekoeienziekte BSE ,	doortastend/adj
239	nrc_handelsblad_20001027_73		Clintons ambtsperiode een lichamelijk en politiek verzwakte Boris Jeltsin een	hulpeloze	partner was . Punt 5 . Clinton heeft geen visie	hulpeloos/adj
240	het_laatste_nieuws_20040102_01_466		moest laten , maar het typeert des te meer de	hardheid	voor jezelf in deze veeleisende sport andquot; , replikeerde penningmeester	hardheid/noun
241	de_standaard_20010929_01_131		cd-speler ) . Anders gezegd : de software en de	hardware	. De strijd die nu weer oplaait , heeft wellicht	hardware/noun
242	de_standaard_20010929_01_131		met het verdelen van een nieuwe marktplaats . Software en	hardware	hebben in de grond dezelfde betrachting , maar vechten op	hardware/noun
243	nrc_handelsblad_19991229_35		1970 , Engeland ) . Aan boord van een cruise-schip	gesitueerde	aflevering uit Britse reeks dokterskomedies waarin Dirk Bogarde aanvankelijk de	gesitueerd/adj
244	het_laatste_nieuws_20041104_01_571		. Het is bewezen dat naar een baby kijken de	hartslag	en de bloeddruk verlaagt . De ideale antistresstherapie dus .	hartslag/noun
245	parool_20031029_43		in het oosten van Afghanistan , toen ze in een	hinderlaag	liepen en werden doodgeschoten . Likoed houdt stand bij verkiezingen	hinderlaag/noun
246	de_morgen_20031028_01_23		Gotische	horror	met memorabele Lon Chaney klassieker the phantom of the opera	horror/noun
247	het_nieuwsblad_20020131_01_429		gebracht . Opera moet met zijn gezang doen wenen ,	huiveren	en sterven , zo vatte Vincenzo Bellini zijn kunst samen	huiver/verb
248	algemeen_dagblad_20020125_122		verstrekt van 1,36 miljoen euro . Daarmee kan de financiële	huishouding	van voetbalvereniging MVV aan de eisen van de KNVB voldoen	huishouding/noun
249	de_morgen_20000623_01_10		meeslepen . Bernadette leidde te veel aandacht af van het	heiligdom	en de Maagd . In 1866 werd ze overgebracht naar	heiligdom/noun
250	de_morgen_20000623_01_10		van haar leeftijd . De Kerk wou dat ze dat	herriep	, maar Bernadette bleef bij haar voorstelling van zaken .	herroep/verb
251	nrc_handelsblad_20010809_100		zo'n renversement des alliances denkbaar is ? Laten we ons	hoeden	voor illusies : het team van Bush jr. hijzelf uit	hoed/verb
252	nrc_handelsblad_19991209_16		deze eetstoornis . TV2 , 21.03-21.40u. Antenne : Misbruikt en	hulpeloos	. Moedeloze ouders praten over de vergeefse hulp die zij	hulpeloos/adj
253	parool_19990422_92		gaat . Als de Europese Unie daarvan als ' symbolische	geste	' een kwart miljoen opneemt , bedraagt het evenredige aandeel	geste/noun
254	het_laatste_nieuws_20031108_01_526		. Leuk is anders . andquot; Ben je vaak in	hachelijke	situaties verzeild geraakt ? andquot; Toen de oorlog woedde in	hachelijk/adj
255	het_laatste_nieuws_20000809_01_314		gevangenissen heeft omgevormd tot heuse concentratiekampen . Hij begon zijn	heerschappij	met het bannen van koffie , blootbladen en geweldfilms in	heerschappij/noun
256	het_laatste_nieuws_20000809_01_314		stonden en de gevangenen klaagden over de hitte en ondraaglijke	dorst	was voor sheriff Joe geen reden om zijn beleid te	dorst/noun
257	de_morgen_20020316_01_136		meer op de kernactiviteit glasproductie toeleggen . Andere activiteiten worden	geherstructureerd	"of afgestoten . 	 Wat zijn de gevolgen voor de"	herstructureer/verb
258	volkskrant_20000908_78		te vinden zijn , het is zelfs de vraag hoeveel	domheid	en zelfbedrog er nodig zijn om in zo'n construct als	domheid/noun
259	nrc_handelsblad_20000127_149		Kleine krabbetjes maken zich razendsnel uit de voeten , kreeften	gluren	uit hun holletje en wenken uitnodigend met hun schaarpoot .	gluur/verb
260	de_morgen_20021220_01_24		hogen glazen deur van de voormalig fabriek en daarna designwinkel	gluurde	, zat er geen kat , en dat vonden we	gluur/verb
261	het_nieuwsblad_19990922_01_112		beresterke indruk na , maar toch gaan we niet met	hangende	pootjes naar Brakel . Wim Gillis is daar wellicht aan	hangend/adj
262	nrc_handelsblad_20030818_27		op 12 april 1930 geboren in Leeuwarden in een vrijzinnig	hervormd	gezin . Zijn vader had een vishandel . Hij studeerde	hervormd/adj
263	algemeen_dagblad_20020611_105		de finish van de 1500 meter . Hij werd echter	gediskwalificeerd	. Kim zou zijn afgeweken van zijn lijn en de	diskwalificeer/verb
264	volkskrant_20010519_158		te wijten kunnen zijn aan toeval of aan een tijdelijke	dip	in het leven van de ouderen , worden de onderzoeken	dip/noun
265	volkskrant_20020207_8		eigenlijke wedstrijd meer een pleziertje wordt , daar weet de	doortastende	en in zijn eer aangetaste Marokkaanse ambtenaar dat de zwakte	doortastend/adj
266	parool_19991023_51		procent ) op 10470.25 . Handelaren betwijfelen echter of de	dip	van donderdag de bodem is . De koers van de	dip/noun
267	parool_20020823_95		gejaagd . De Colombiaan maakte in de Tour indruk als	helper	van Armstrong . Hij won gisteren in Almelo de individuele	helper/noun
268	nrc_handelsblad_20000519_123		en levensgekweldheid van toen heeft De Keersmaeker getransfomeerd tot een	gestileerde	danstaal . Dank zij de aanwezigheid van tekstschrijver Rijnders en	gestileerd/adj
269	de_standaard_19990623_01_99		had hem de hand gegeven en was uit het tornooi	gehinkt	. Nu had ik even bedenktijd , besliste om door	hink/verb
